Original_ID	Original_Description	Mapping	Original_Index	Cluster_Center_Boolean	MetaGeneSet	MetaGeneSet_Description
ENSG00000085276	MECOM PPI subnetwork	486	6749	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000182568	SATB1 PPI subnetwork	486	10589	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000077809	GTF2I PPI subnetwork	486	5919	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000135365	PHF21A PPI subnetwork	486	5368	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000059728	MXD1 PPI subnetwork	486	7256	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000134046	MBD2 PPI subnetwork	486	8608	False	ENSG00000149480	MTA2 PPI subnetwork
GO:0000118	histone deacetylase complex	486	3928	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000149480	MTA2 PPI subnetwork	486	5374	True	ENSG00000149480	MTA2 PPI subnetwork
GO:0016581	NuRD complex	486	3707	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000071655	MBD3 PPI subnetwork	486	5819	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000170004	CHD3 PPI subnetwork	486	8710	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000182979	MTA1 PPI subnetwork	486	5642	False	ENSG00000149480	MTA2 PPI subnetwork
ENSG00000197818	SLC9A8 PPI subnetwork	487	6637	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000130203	APOE PPI subnetwork	487	5818	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000140795	MYLK3 PPI subnetwork	487	10379	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000179715	FAM113B PPI subnetwork	487	8626	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000137975	CLCA2 PPI subnetwork	487	10234	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000083093	PALB2 PPI subnetwork	487	7358	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000198336	MYL4 PPI subnetwork	487	5084	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000171735	CAMTA1 PPI subnetwork	487	5024	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000196540	ENSG00000196540 PPI subnetwork	487	5375	True	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000174718	C12orf35 PPI subnetwork	487	9147	False	ENSG00000196540	ENSG00000196540 PPI subnetwork
ENSG00000170484	KRT74 PPI subnetwork	488	9742	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000154001	PPP2R5E PPI subnetwork	488	7354	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000085760	MTIF2 PPI subnetwork	488	5878	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000178950	GAK PPI subnetwork	488	6555	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000139515	PDX1 PPI subnetwork	488	9841	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000123329	ARHGAP9 PPI subnetwork	488	6814	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000065883	CDK13 PPI subnetwork	488	7875	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000137841	PLCB2 PPI subnetwork	488	8837	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000160185	UBASH3A PPI subnetwork	488	5527	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000111737	RAB35 PPI subnetwork	488	8102	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000141434	MEP1B PPI subnetwork	488	5521	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000065559	MAP2K4 PPI subnetwork	488	10578	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000185507	IRF7 PPI subnetwork	488	5044	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000140600	SH3GL3 PPI subnetwork	488	6337	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000146904	EPHA1 PPI subnetwork	488	5509	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000117724	CENPF PPI subnetwork	488	6896	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000171094	ALK PPI subnetwork	488	5950	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000152894	PTPRK PPI subnetwork	488	6739	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000065534	MYLK PPI subnetwork	488	8871	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000149091	DGKZ PPI subnetwork	488	9917	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000152942	RAD17 PPI subnetwork	488	5682	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000076984	MAP2K7 PPI subnetwork	488	6655	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000163029	SMC6 PPI subnetwork	488	9057	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000120210	INSL6 PPI subnetwork	488	10366	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000167363	FN3K PPI subnetwork	488	5378	True	ENSG00000167363	FN3K PPI subnetwork
ENSG00000182580	EPHB3 PPI subnetwork	488	6740	False	ENSG00000167363	FN3K PPI subnetwork
ENSG00000090061	CCNK PPI subnetwork	489	9044	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000167258	CDK12 PPI subnetwork	489	10474	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000149016	TUT1 PPI subnetwork	489	5386	True	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000145907	G3BP1 PPI subnetwork	489	6919	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000152601	MBNL1 PPI subnetwork	489	7757	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000139083	ETV6 PPI subnetwork	489	9948	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000164244	PRRC1 PPI subnetwork	489	10468	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000198824	CHAMP1 PPI subnetwork	489	8045	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000166025	AMOTL1 PPI subnetwork	489	6004	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000130479	MAP1S PPI subnetwork	489	10280	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000135387	CAPRIN1 PPI subnetwork	489	10556	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000100201	DDX17 PPI subnetwork	489	7236	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000164944	KIAA1429 PPI subnetwork	489	8907	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000167978	SRRM2 PPI subnetwork	489	5494	False	ENSG00000149016	TUT1 PPI subnetwork
ENSG00000174744	BRMS1 PPI subnetwork	490	6405	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000100304	TTLL12 PPI subnetwork	490	6442	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000153395	LPCAT1 PPI subnetwork	490	5029	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000077454	LRCH4 PPI subnetwork	490	10580	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000185745	IFIT1 PPI subnetwork	490	6993	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000119917	IFIT3 PPI subnetwork	490	5338	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000205307	SAP25 PPI subnetwork	490	6762	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000136715	SAP130 PPI subnetwork	490	10213	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000127511	SIN3B PPI subnetwork	490	6416	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000164105	SAP30 PPI subnetwork	490	9918	False	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000105939	ZC3HAV1 PPI subnetwork	490	5420	True	ENSG00000105939	ZC3HAV1 PPI subnetwork
ENSG00000100266	PACSIN2 PPI subnetwork	491	6621	False	ENSG00000165912	PACSIN3 PPI subnetwork
ENSG00000165912	PACSIN3 PPI subnetwork	491	5440	True	ENSG00000165912	PACSIN3 PPI subnetwork
ENSG00000124507	PACSIN1 PPI subnetwork	491	10415	False	ENSG00000165912	PACSIN3 PPI subnetwork
ENSG00000107262	BAG1 PPI subnetwork	492	5031	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000090520	DNAJB11 PPI subnetwork	492	8565	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000151929	BAG3 PPI subnetwork	492	10321	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000102580	DNAJC3 PPI subnetwork	492	9986	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000100170	SLC5A1 PPI subnetwork	492	9745	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000181019	NQO1 PPI subnetwork	492	9236	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000125398	SOX9 PPI subnetwork	492	5351	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000113312	TTC1 PPI subnetwork	492	8950	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000158169	FANCC PPI subnetwork	492	6761	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000145649	GZMA PPI subnetwork	492	9896	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000156735	BAG4 PPI subnetwork	492	5459	True	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000156709	AIFM1 PPI subnetwork	492	8879	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000178252	WDR6 PPI subnetwork	492	8911	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000120868	APAF1 PPI subnetwork	492	7079	False	ENSG00000156735	BAG4 PPI subnetwork
ENSG00000146457	WTAP PPI subnetwork	493	7471	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000144744	UBA3 PPI subnetwork	493	5477	True	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000136002	ARHGEF4 PPI subnetwork	493	6400	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000043093	DCUN1D1 PPI subnetwork	493	9850	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000129559	NEDD8 PPI subnetwork	493	4840	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000185737	NRG3 PPI subnetwork	493	6975	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000159593	NAE1 PPI subnetwork	493	5328	False	ENSG00000144744	UBA3 PPI subnetwork
GO:0008641	small protein activating enzyme activity	493	2732	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000138081	FBXO11 PPI subnetwork	493	6068	False	ENSG00000144744	UBA3 PPI subnetwork
ENSG00000132300	PTCD3 PPI subnetwork	494	8047	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000092847	EIF2C1 PPI subnetwork	494	9360	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000213782	DDX47 PPI subnetwork	494	10400	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000162664	ZNF326 PPI subnetwork	494	5502	True	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000123136	DDX39A PPI subnetwork	494	4982	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000075856	SART3 PPI subnetwork	494	6421	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000135316	SYNCRIP PPI subnetwork	494	10320	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000174953	DHX36 PPI subnetwork	494	7750	False	ENSG00000162664	ZNF326 PPI subnetwork
ENSG00000196911	KPNA5 PPI subnetwork	495	6077	False	ENSG00000025800	KPNA6 PPI subnetwork
ENSG00000025800	KPNA6 PPI subnetwork	495	5530	True	ENSG00000025800	KPNA6 PPI subnetwork
ENSG00000135631	RAB11FIP5 PPI subnetwork	496	9721	False	ENSG00000183336	BOLA2 PPI subnetwork
ENSG00000183336	BOLA2 PPI subnetwork	496	5582	True	ENSG00000183336	BOLA2 PPI subnetwork
ENSG00000169627	BOLA2B PPI subnetwork	496	7779	False	ENSG00000183336	BOLA2 PPI subnetwork
ENSG00000100883	SRP54 PPI subnetwork	497	5586	True	ENSG00000100883	SRP54 PPI subnetwork
ENSG00000174780	SRP72 PPI subnetwork	497	8146	False	ENSG00000100883	SRP54 PPI subnetwork
ENSG00000167881	SRP68 PPI subnetwork	497	10301	False	ENSG00000100883	SRP54 PPI subnetwork
ENSG00000154016	GRAP PPI subnetwork	498	9412	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000158195	WASF2 PPI subnetwork	498	9130	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000115935	WIPF1 PPI subnetwork	498	5685	False	ENSG00000015285	WAS PPI subnetwork
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	498	90	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000106299	WASL PPI subnetwork	498	8388	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000188459	ENSG00000188459 PPI subnetwork	498	10458	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000180353	HCLS1 PPI subnetwork	498	8314	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000112290	WASF1 PPI subnetwork	498	7555	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000125733	TRIP10 PPI subnetwork	498	9652	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000123576	ESX1 PPI subnetwork	498	9325	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000205726	ITSN1 PPI subnetwork	498	6620	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000015285	WAS PPI subnetwork	498	5596	True	ENSG00000015285	WAS PPI subnetwork
ENSG00000125753	VASP PPI subnetwork	498	5570	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000075651	PLD1 PPI subnetwork	498	5839	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000198087	CD2AP PPI subnetwork	498	8549	False	ENSG00000015285	WAS PPI subnetwork
ENSG00000104725	ENSG00000104725 PPI subnetwork	499	5504	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000161647	MPP3 PPI subnetwork	499	6775	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000164687	FABP5 PPI subnetwork	499	5664	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000132773	TOE1 PPI subnetwork	499	8144	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000117592	PRDX6 PPI subnetwork	499	8492	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000139970	RTN1 PPI subnetwork	499	10476	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000111716	LDHB PPI subnetwork	499	6781	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000125166	GOT2 PPI subnetwork	499	8506	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000104388	RAB2A PPI subnetwork	499	6007	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000111052	LIN7A PPI subnetwork	499	6360	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000182520	ENSG00000182520 PPI subnetwork	499	5603	True	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000109107	ALDOC PPI subnetwork	499	7455	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000104722	NEFM PPI subnetwork	499	7833	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000134287	ARF3 PPI subnetwork	499	5718	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000172020	GAP43 PPI subnetwork	499	4725	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000177542	SLC25A22 PPI subnetwork	499	6580	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000105409	ATP1A3 PPI subnetwork	499	5537	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000171549	ENSG00000171549 PPI subnetwork	499	6952	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000198648	STK39 PPI subnetwork	499	6449	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000172137	CALB2 PPI subnetwork	499	7038	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000135821	GLUL PPI subnetwork	499	9719	False	ENSG00000182520	ENSG00000182520 PPI subnetwork
ENSG00000131504	DIAPH1 PPI subnetwork	500	7664	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000163466	ARPC2 PPI subnetwork	500	7766	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000111229	ARPC3 PPI subnetwork	500	9227	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000214021	TTLL3 PPI subnetwork	500	5605	True	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000102024	PLS3 PPI subnetwork	500	9657	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000099204	ABLIM1 PPI subnetwork	500	6870	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000115091	ACTR3 PPI subnetwork	500	10643	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000013455	ENSG00000013455 PPI subnetwork	500	9212	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000148180	GSN PPI subnetwork	500	8624	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000118680	MYL12B PPI subnetwork	500	6303	False	ENSG00000214021	TTLL3 PPI subnetwork
ENSG00000125124	BBS2 PPI subnetwork	501	7853	False	ENSG00000140463	BBS4 PPI subnetwork
ENSG00000140463	BBS4 PPI subnetwork	501	5638	True	ENSG00000140463	BBS4 PPI subnetwork
ENSG00000174483	BBS1 PPI subnetwork	501	8454	False	ENSG00000140463	BBS4 PPI subnetwork
ENSG00000026508	CD44 PPI subnetwork	502	9819	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000160691	SHC1 PPI subnetwork	502	5752	True	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000197943	PLCG2 PPI subnetwork	502	4802	False	ENSG00000160691	SHC1 PPI subnetwork
GO:0004715	non-membrane spanning protein tyrosine kinase activity	502	3095	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000124181	PLCG1 PPI subnetwork	502	9550	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000160999	SH2B2 PPI subnetwork	502	7361	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000184304	PRKD1 PPI subnetwork	502	9370	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000171105	INSR PPI subnetwork	502	6026	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000065361	ERBB3 PPI subnetwork	502	8614	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000127947	PTPN12 PPI subnetwork	502	8688	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000115325	DOK1 PPI subnetwork	502	6214	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000169398	PTK2 PPI subnetwork	502	7467	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000141736	ERBB2 PPI subnetwork	502	7183	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000106070	GRB10 PPI subnetwork	502	7707	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000196396	PTPN1 PPI subnetwork	502	5754	False	ENSG00000160691	SHC1 PPI subnetwork
GO:0042169	SH2 domain binding	502	3153	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000109458	GAB1 PPI subnetwork	502	9646	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000115904	SOS1 PPI subnetwork	502	4770	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000110395	CBL PPI subnetwork	502	9502	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000125170	DOK4 PPI subnetwork	502	5395	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000157404	KIT PPI subnetwork	502	9585	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000145715	RASA1 PPI subnetwork	502	8331	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000145675	PIK3R1 PPI subnetwork	502	10453	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000185499	MUC1 PPI subnetwork	502	10103	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000149177	PTPRJ PPI subnetwork	502	5859	False	ENSG00000160691	SHC1 PPI subnetwork
ENSG00000100461	RBM23 PPI subnetwork	503	9974	False	ENSG00000179801	ENSG00000179801 PPI subnetwork
ENSG00000113739	STC2 PPI subnetwork	503	6194	False	ENSG00000179801	ENSG00000179801 PPI subnetwork
ENSG00000186979	ENSG00000186979 PPI subnetwork	503	10457	False	ENSG00000179801	ENSG00000179801 PPI subnetwork
ENSG00000179801	ENSG00000179801 PPI subnetwork	503	5760	True	ENSG00000179801	ENSG00000179801 PPI subnetwork
ENSG00000133794	ARNTL PPI subnetwork	504	7377	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000049246	PER3 PPI subnetwork	504	5777	True	ENSG00000049246	PER3 PPI subnetwork
ENSG00000082805	ERC1 PPI subnetwork	504	9182	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000121671	CRY2 PPI subnetwork	504	4783	False	ENSG00000049246	PER3 PPI subnetwork
KEGG_CIRCADIAN_RHYTHM_MAMMAL	KEGG_CIRCADIAN_RHYTHM_MAMMAL	504	109	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000132326	PER2 PPI subnetwork	504	8507	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000008405	CRY1 PPI subnetwork	504	8556	False	ENSG00000049246	PER3 PPI subnetwork
MP:0002563	shortened circadian period	504	1515	False	ENSG00000049246	PER3 PPI subnetwork
REACTOME_BMAL1CLOCKNPAS2_ACTIVATES_GENE_EXPRESSION	REACTOME_BMAL1CLOCKNPAS2_ACTIVATES_GENE_EXPRESSION	504	4141	False	ENSG00000049246	PER3 PPI subnetwork
REACTOME_CIRCADIAN_CLOCK	REACTOME_CIRCADIAN_CLOCK	504	4598	False	ENSG00000049246	PER3 PPI subnetwork
MP:0002561	abnormal circadian phase	504	980	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000179094	PER1 PPI subnetwork	504	7585	False	ENSG00000049246	PER3 PPI subnetwork
MP:0009661	abnormal pregnancy	504	1320	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000134852	CLOCK PPI subnetwork	504	9301	False	ENSG00000049246	PER3 PPI subnetwork
ENSG00000138698	RAP1GDS1 PPI subnetwork	505	6994	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000113319	RASGRF2 PPI subnetwork	505	9014	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000101265	RASSF2 PPI subnetwork	505	4998	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000091428	RAPGEF4 PPI subnetwork	505	6585	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000152689	RASGRP3 PPI subnetwork	505	8276	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000136653	RASSF5 PPI subnetwork	505	5789	True	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000160271	RALGDS PPI subnetwork	505	5621	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000168522	FNTA PPI subnetwork	505	6180	False	ENSG00000136653	RASSF5 PPI subnetwork
ENSG00000011260	UTP18 PPI subnetwork	506	7705	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000124383	MPHOSPH10 PPI subnetwork	506	6037	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000185057	ENSG00000185057 PPI subnetwork	506	5662	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000160220	ENSG00000160220 PPI subnetwork	506	7730	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000141076	CIRH1A PPI subnetwork	506	10651	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000105671	DDX49 PPI subnetwork	506	9776	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000204221	WDR46 PPI subnetwork	506	6924	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000115946	PNO1 PPI subnetwork	506	7077	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000183520	UTP11L PPI subnetwork	506	10641	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000115761	NOL10 PPI subnetwork	506	7906	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000205246	RPSAP58 PPI subnetwork	506	5428	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000178105	DDX10 PPI subnetwork	506	10591	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000132467	UTP3 PPI subnetwork	506	9843	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000129460	NGDN PPI subnetwork	506	7141	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000182953	ENSG00000182953 PPI subnetwork	506	5866	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000141141	DDX52 PPI subnetwork	506	9553	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000065183	WDR3 PPI subnetwork	506	10382	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000086189	DIMT1 PPI subnetwork	506	7135	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000136718	IMP4 PPI subnetwork	506	5985	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000187899	ENSG00000187899 PPI subnetwork	506	9309	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000122965	RBM19 PPI subnetwork	506	7752	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000125630	POLR1B PPI subnetwork	506	7634	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000141101	NOB1 PPI subnetwork	506	7887	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000120158	RCL1 PPI subnetwork	506	9099	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000086619	ERO1LB PPI subnetwork	506	7639	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000177971	IMP3 PPI subnetwork	506	5809	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000171490	RSL1D1 PPI subnetwork	506	8956	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000206284	WDR46 PPI subnetwork	506	8743	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000164934	DCAF13 PPI subnetwork	506	5790	True	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000128692	ENSG00000128692 PPI subnetwork	506	10513	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000164338	UTP15 PPI subnetwork	506	6729	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000184967	NOC4L PPI subnetwork	506	7328	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000068654	POLR1A PPI subnetwork	506	5279	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000119616	FCF1 PPI subnetwork	506	4870	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000138709	LARP1B PPI subnetwork	506	9713	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000114767	RRP9 PPI subnetwork	506	7925	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000126749	ENSG00000126749 PPI subnetwork	506	10104	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000112578	BYSL PPI subnetwork	506	5454	False	ENSG00000164934	DCAF13 PPI subnetwork
ENSG00000160469	BRSK1 PPI subnetwork	506	7561	False	ENSG00000164934	DCAF13 PPI subnetwork
